Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
26.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,10.87
33.0,5.0,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,24,3.06
24.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,33,17.08
24.0,4.5,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Metropolitian,12,20.07
33.0,5.0,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,36,14.02
36.0,4.9,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,36,11.92
22.0,4.6,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,15,4.56
28.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,15,1.51
23.0,4.5,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,17,7.86
21.0,4.5,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,16,6.12
28.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,12.16
27.0,4.9,Windy,Jam,2,Meal,scooter,1.0,No,Urban,16,16.85
37.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,25,10.87
27.0,4.5,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,17,16.6
37.0,5.0,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,20,17.08
26.0,4.8,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,9.35
22.0,4.6,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,1.51
21.0,4.8,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,23,9.19
24.0,4.7,Sandstorms,High,0,Buffet,motorcycle,0.0,No,Metropolitian,21,6.08
30.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,15,5.96
20.0,4.7,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,24,17.08
25.0,4.5,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,21,4.61
23.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,19.67
34.0,4.4,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,44,16.9
26.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,11,3.1
34.0,4.0,Cloudy,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,40,19.4
30.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,22,14.04
29.57,4.63,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,16,16.85
30.0,4.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,35,20.18
27.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,10.88
39.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,10.87
35.0,4.8,Fog,High,1,Snack,scooter,0.0,No,Metropolitian,29,6.08
36.0,4.8,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,30,2.98
32.0,4.7,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,20.85
20.0,4.9,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,12,7.68
35.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,23,16.37
20.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,1.51
26.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,28,19.66
22.0,4.4,Stormy,High,0,Drinks,motorcycle,1.0,Yes,Urban,39,6.15
26.0,5.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,17.14
36.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,12.29
24.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,16.9
38.0,4.1,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,7.44
30.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,42,17.14
32.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16,1.53
27.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,4.47
31.0,4.1,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,19.66
33.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,52,20.25
38.0,4.6,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,22,4.54
23.0,4.6,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,16,17.1
27.0,4.5,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,26,19.76
39.0,4.1,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,10.68
26.0,4.7,Windy,High,1,Snack,motorcycle,0.0,No,Urban,10,6.29
32.0,4.8,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,30,6.13
26.0,4.8,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,21,10.56
25.0,4.7,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,19,4.66
33.0,4.6,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,7.56
22.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,46,19.89
33.0,4.2,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,10.91
34.0,4.8,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,9.18
31.0,4.7,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,54,13.77
33.0,4.6,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,6.06
23.0,4.7,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,3.02
36.0,4.9,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,32,9.08
20.0,4.8,Windy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,23,7.68
28.0,4.7,Windy,Jam,2,Snack,motorcycle,0.0,No,Urban,14,4.53
34.0,5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,22,9.06
25.0,4.1,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,13.68
21.0,4.6,Windy,High,1,Snack,motorcycle,0.0,No,Metropolitian,19,3.15
39.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,9.09
31.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,9.12
31.0,4.7,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,5.96
39.0,4.9,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,3.06
39.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,20,1.53
23.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,10.56
30.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,1.56
38.0,4.9,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,25,9.31
36.0,4.6,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,4.54
28.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,20,17.14
36.0,4.8,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,15,7.45
32.0,4.6,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,25,1.57
23.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,20,19.62
39.0,4.7,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,35,12.58
25.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,14,14.02
32.0,5.0,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,10,1.49
39.0,4.2,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,16.82
23.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,17,20.25
30.0,4.5,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,28,12.42
33.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,9.22
31.0,4.5,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,9.44
31.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,44,13.97
21.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,20,12.42
22.0,4.4,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,40,14.02
36.0,4.6,Stormy,Low,2,Snack,scooter,1.0,No,Urban,20,1.57
38.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,13.68
32.0,5.0,Fog,High,0,Buffet,motorcycle,0.0,No,Metropolitian,31,1.55
34.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,26,6.21
24.0,4.7,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,22,10.7
25.0,4.9,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,20.51
37.0,4.8,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,25,1.53
39.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,19.88
37.0,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,22,7.66
33.0,4.7,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,22,4.72
36.0,4.6,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,8.94
29.0,4.7,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Urban,12,7.76
25.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,17,3.09
21.0,5.0,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,17,1.56
27.0,4.8,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,13.97
27.0,4.9,Fog,Medium,1,Buffet,motorcycle,0.0,No,Urban,13,9.08
24.0,4.8,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,14.15
23.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,11.01
21.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,17.14
31.0,4.3,Fog,Jam,2,Drinks,scooter,0.0,No,Semi-Urban,46,17.14
21.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Urban,11,1.55
32.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,28,6.23
24.0,4.8,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,1.53
35.0,4.5,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,17,1.49
20.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,17,1.57
24.0,4.3,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,1.51
25.0,4.6,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,7.76
29.0,4.7,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,12.1
24.0,5.0,Windy,Jam,0,Meal,motorcycle,0.0,No,Urban,29,13.62
27.0,4.5,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,20,8.94
37.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,9.31
21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,39,12.26
34.0,4.7,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,42,17.3
26.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,29,6.29
23.0,5.0,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,13,1.51
35.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,43,20.25
21.0,5.0,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,33,20.18
34.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,28,20.51
36.0,4.2,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,7.68
25.0,4.7,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,10.76
35.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,4.59
28.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,29,19.76
21.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,2.98
30.0,5.0,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,25,7.63
34.0,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,4.47
29.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,17.08
34.0,4.2,Cloudy,Medium,2,Meal,scooter,2.0,No,Metropolitian,39,10.88
20.0,4.6,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,26,16.83
36.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,46,19.36
27.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,1.54
38.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,34,4.53
21.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,13,12.1
21.0,4.8,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,16.72
36.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,13.22
38.0,4.8,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,20,1.57
24.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,21,13.74
25.0,4.9,Sunny,High,1,Drinks,scooter,0.0,No,Urban,10,6.18
26.0,4.8,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,16,7.77
30.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,10.57
21.0,4.6,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,20,7.79
27.0,4.8,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,3.11
30.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,12.42
23.0,4.3,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,43,12.23
36.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,9.08
32.0,4.7,Stormy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,3.15
23.0,4.7,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,19,19.66
22.0,4.9,Windy,Medium,2,Buffet,scooter,1.0,No,Urban,26,6.22
33.0,4.7,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,21,3.07
24.0,2.8,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,42,12.46
28.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,12.42
26.0,4.6,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,21,3.05
29.0,4.3,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,32,12.24
31.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,26,9.32
21.0,4.8,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,14,4.54
29.0,4.8,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,28,19.4
35.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,1.51
35.0,5.0,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,27,6.13
29.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,13.99
22.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,7.79
33.0,4.8,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,4.59
32.0,4.5,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,9.32
30.0,5.0,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,20,3.11
26.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,4.6
39.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,19.62
28.0,4.9,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,15,12.43
27.0,4.6,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,25,13.77
26.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,20,7.56
23.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,17.14
24.0,4.5,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,1.56
33.0,4.8,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,17,4.6
20.0,4.2,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,17.14
29.0,4.6,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,20,1.53
33.0,4.5,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,4.63
31.0,4.2,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,36,19.92
20.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,9.06
27.0,4.8,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,10,1.51
33.0,4.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,9.33
37.0,4.1,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,9.16
32.0,4.7,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,18,19.62
20.0,4.9,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,37,16.63
31.0,5.0,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,22,1.52
29.0,4.8,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,14,9.08
35.0,4.2,Fog,Jam,2,Meal,electric_scooter,2.0,No,Metropolitian,38,9.09
25.0,4.9,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,10,17.1
34.0,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Semi-Urban,49,20.44
31.0,4.3,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,10.59
33.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,1.55
22.0,4.8,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Urban,19,7.65
20.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,45,12.48
26.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,4.54
24.0,4.8,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,19,17.14
30.0,4.6,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,26,4.48
25.0,4.5,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28,13.68
33.0,4.8,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,16,7.66
38.0,4.8,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,26,7.56
39.0,4.4,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,19.91
36.0,4.6,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,44,12.26
27.0,4.7,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,36,12.24
25.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,20.85
37.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,17.3
28.0,4.8,Cloudy,High,0,Snack,motorcycle,1.0,No,Urban,22,5.97
20.0,4.9,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,21,3.03
23.0,4.6,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,16.38
28.0,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,20,3.06
20.0,5.0,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,24,4.72
24.0,4.1,Sandstorms,High,0,Buffet,motorcycle,2.0,No,Urban,33,6.06
36.0,4.8,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,30,7.68
37.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,19.88
20.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Urban,18,2.98
34.0,4.9,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,9.12
23.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,25,13.79
33.0,4.4,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,32,16.83
37.0,4.2,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,34,19.68
30.0,4.3,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,46,17.17
35.0,4.8,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,22,12.23
20.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,30,4.61
20.0,4.8,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,11,13.97
35.0,4.7,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,28,8.94
20.0,4.9,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,7.86
29.0,4.6,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,28,6.21
30.0,4.8,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,9.31
24.0,4.4,Fog,Jam,1,Buffet,scooter,1.0,Yes,Metropolitian,40,19.88
32.0,4.9,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,15,14.02
24.0,4.5,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,19,16.38
24.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,18,1.55
25.0,4.9,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,17,10.59
32.0,4.6,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21,7.79
21.0,4.7,Fog,High,2,Snack,scooter,1.0,No,Urban,23,6.22
34.0,4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,21,6.24
34.0,4.7,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,19.36
29.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,28,16.64
35.0,4.2,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,16.66
31.0,4.6,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,21,10.87
39.0,4.7,Stormy,High,1,Snack,scooter,1.0,No,Urban,29,3.03
28.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,19,4.46
25.0,4.1,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,33,16.9
31.0,4.8,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,18,7.6
21.0,4.7,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,31,17.08
38.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,7.76
21.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,9.18
26.0,2.7,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,31,10.45
35.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,6.21
34.0,4.9,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,44,10.86
34.0,4.7,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,15,10.76
30.0,4.2,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,32,6.15
38.0,4.9,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,9.08
22.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,19,13.68
32.0,4.4,Windy,Jam,2,Meal,motorcycle,1.0,No,Urban,35,17.1
35.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,18,2.98
20.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,30,20.21
35.0,4.9,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,13.48
33.0,3.5,Stormy,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,38,16.85
26.0,5.0,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,18,9.31
24.0,5.0,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,16,2.98
39.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,29,3.04
22.0,4.9,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,32,7.66
22.0,4.6,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,14,1.53
22.0,4.7,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,15,10.6
21.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,38,10.68
20.0,4.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,31,7.8
36.0,4.1,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,31,6.21
21.0,5.0,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,20,7.66
20.0,4.7,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,10,3.07
23.0,5.0,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,10.72
32.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,5.96
39.0,4.8,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,13.77
38.0,4.7,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,26,3.07
23.0,3.5,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,38,19.98
22.0,4.7,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,30,3.07
26.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,10.91
37.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,3.11
23.0,4.8,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,11,13.77
34.0,3.7,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,34,10.87
39.0,4.6,Stormy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,6.21
38.0,5.0,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,22,7.77
21.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Urban,43,10.72
24.0,4.9,Fog,Jam,0,Buffet,motorcycle,0.0,No,Semi-Urban,47,17.3
24.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,1.55
23.0,4.7,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,15,4.72
22.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,47,13.97
29.0,4.8,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,15,16.72
25.0,4.5,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,14,11.92
31.0,4.9,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,3.15
30.0,4.6,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,21,7.6
